id_cliente,telefono,fecha_contacto,resultado,agente,importe,producto
488,1155555853,2024-01-20,Contactado,Pedro,,A
489,11-5555-5903,2024/01/07,Error,Marcos,,C
490,11-5555-4732,23-01-2024,Error,Marcos,,A
491,,31-01-2024,Fuera de servicio,Marcos,1561,B
492,11 55558136,2024-01-10,Contactado ,Pedro,,A
493,11 55559325,2024-13-12,Error,Pedro,1880,A
494,+54 11 5555 5609,2024-01-10,Error,Marcos,error,A
495,11 55558374,2024-01-18,Contactado ,Lucía,,C
496,1155555120,2024-01-12,Error,Ana,,B
497,+54 11 5555 4495,11-01-2024,Fuera de servicio,,error,C
498,,16-01-2024,Contactado ,Juan,1368,A
499,+54 11 5555 5615,2024/01/03,No contesta ,Ana,error,C
500,11-5555-2656,2024-01-23,Contactado ,Pedro,,C
478,,2024-13-14,Error,,error,B
377,,2024-01-10,Contactado,Pedro,1070,A
223,11 55556467,2024-01-31,No contesta ,Ana,error,A
465,11-5555-9971,2024-13-21,No contesta,Ana,error,C
182,,30-01-2024,Fuera de servicio,Juan,1911,B
014,,2024-01-14,No contesta,Pedro,1775,A
007,,2024-01-14,Contactado ,Marcos,error,B
029,+54 11 5555 2580,2024-13-06,No contesta,Pedro,,B
142,11 55551668,10-01-2024,No contesta ,Lucía,error,A
234,11 55559576,2024-01-25,Contactado,Pedro,error,C
165,11-5555-3863,2024/01/26,No contesta ,,1382,B
105,11 55551157,2024/01/15,Error,Juan,,B
073,11-5555-1037,06-01-2024,Contactado ,Pedro,,A
200,11-5555-1782,2024-13-23,Contactado,,error,B
160,,26-01-2024,No contesta ,Pedro,error,A
146,,2024/01/26,No contesta,,,B
143,11 55554147,17-01-2024,No contesta,,,A
164,11 55554485,2024-01-17,Error,,error,A
150,1155556779,2024/01/27,Fuera de servicio,Marcos,,A
045,11-5555-6636,2024-01-16,Fuera de servicio,Pedro,1456,A
192,11 55557184,2024/01/04,No contesta ,,,A
378,1155553415,2024/01/16,Contactado,Pedro,1682,A
210,11 55556154,2024/01/29,No contesta ,Pedro,1954,C
059,11-5555-2894,27-01-2024,No contesta,Pedro,,A
057,11-5555-7412,2024/01/31,No contesta,Lucía,1107,A
